gene_id,WTCMA,WTCMB,WTCMC,WTCM1,WTCM2,WTCM3,WTMA,WTMC,WTM1,WTM2,WTM3,KOCMA,KOCMB,KOCMC,KOCM1,KOCM2,KOCM3,KOMA,KOMB,KOM1,KOM2
VNG_RS03915,715,1053,865,174,251,320,597,388,253,139,1204,908,696,1600,134,258,167,1207,376,805,91
VNG_RS03920,419,592,372,41,57,83,200,128,29,25,200,518,310,1031,42,62,37,573,127,100,19
VNG_RS03925,4365,6225,1542,1584,2393,1582,2320,1758,1410,837,5602,3624,2498,11944,1063,1753,915,6889,1497,4671,372
VNG_RS03935,20193,27000,39438,5343,8211,9113,17962,14780,7783,4570,27413,34523,22662,35304,5257,8237,5957,28735,11264,18460,2643
VNG_RS03940,15044,21934,30568,4507,7441,6666,14461,11920,6810,3739,19331,27678,17559,23801,4542,6715,4715,22019,8514,14240,2259
VNG_RS03945,3568,6018,6249,1003,1538,2014,3977,2949,1873,1026,8322,5359,4442,9001,898,2592,888,7407,2309,5590,456
VNG_RS03950,674,1119,775,181,253,434,960,695,435,230,3059,791,816,1212,140,368,192,2036,832,1593,169
VNG_RS03955,1220,3121,1773,317,414,922,3189,1717,1494,658,7674,1698,1861,3702,278,659,368,6267,2089,4460,414
VNG_RS03965,103,212,184,29,48,69,209,124,148,60,456,179,194,556,31,70,26,538,178,504,24
VNG_RS03970,400,545,841,103,128,192,554,506,331,119,972,639,549,1580,106,214,107,1246,497,946,60
VNG_RS03975,1384,3250,2157,390,520,805,2501,2185,1723,911,5548,1870,2714,8242,356,614,356,7618,2426,5610,230
VNG_RS03980,338,736,439,98,119,144,558,547,396,153,1061,474,656,2348,68,101,46,1724,624,935,51
VNG_RS03985,1153,1775,2480,294,446,482,2647,1951,1468,572,4387,1857,1737,5008,308,599,331,5581,1724,3539,225
VNG_RS03990,1183,1792,2763,290,416,659,2744,2181,1721,676,4910,1889,2056,6376,372,638,357,5955,2377,4605,280
VNG_RS03995,344,470,814,58,120,182,836,657,470,207,1809,498,516,1770,112,189,123,1616,689,1156,107
VNG_RS04000,402,891,1097,125,200,259,1071,892,683,287,2155,762,890,2968,194,286,140,2759,832,2154,107
VNG_RS04005,255,677,566,77,110,181,557,632,345,225,1436,476,652,1812,96,116,68,1956,495,1485,74
VNG_RS04015,3352,4958,4444,1005,1367,1728,2373,1719,1204,667,5787,4925,3859,10873,759,1908,679,6362,1874,4053,470
VNG_RS04020,568,1127,650,136,252,300,540,353,317,193,1114,639,742,2104,128,218,98,1415,349,847,62
VNG_RS04025,530,978,713,114,203,253,616,403,228,116,1090,737,656,1449,133,204,136,1010,382,593,73
VNG_RS04030,1469,2508,1955,340,488,629,1304,869,630,303,2604,1846,1790,4101,269,521,277,2633,850,1542,126
VNG_RS04035,1779,2935,1748,339,450,519,1402,786,414,233,2100,1960,1768,3496,189,361,231,2540,804,1035,105
VNG_RS04040,1309,2198,2547,318,365,573,973,576,432,225,1611,2245,2087,5371,340,684,341,1882,580,1087,141
VNG_RS04045,415,547,617,120,116,205,213,147,66,85,404,606,482,1521,108,226,103,542,166,362,46
VNG_RS04050,839,1088,1079,189,198,374,357,205,131,82,562,1100,1123,3569,167,534,137,782,336,454,57
VNG_RS04055,2835,4896,3999,760,1040,1552,3966,2847,2011,999,9776,4257,3384,7689,687,1341,782,9560,3329,6497,582
VNG_RS04060,551,668,817,147,190,185,571,487,239,148,721,693,546,1201,94,177,107,1075,425,623,56
VNG_RS04065,15051,21886,17514,3134,3647,5845,12469,8152,4310,2503,26160,18643,15884,33970,2292,4693,2461,27275,6737,13995,1467
VNG_RS04070,769,1224,1025,146,200,313,817,555,280,137,1537,976,838,1963,120,211,117,2005,577,974,110
VNG_RS04075,303,471,512,70,98,107,593,411,207,141,1160,567,322,1216,55,119,68,1849,476,905,66
VNG_RS04080,5888,8930,7256,1161,2011,2238,5884,4005,2564,1334,10102,7765,7331,16905,1221,1929,1175,13299,4484,7909,631
VNG_RS04085,201,277,168,31,54,53,99,79,37,30,164,188,188,514,30,40,29,256,50,110,9
VNG_RS04090,1663,3099,2089,338,488,942,2325,1725,989,560,5679,2136,2265,6173,317,741,302,6585,2499,3934,349
VNG_RS04100,1189,1402,1222,252,312,341,905,690,414,209,1309,1183,984,2279,192,250,186,1682,638,1045,83
VNG_RS04105,897,1031,1509,202,273,220,886,753,260,185,1057,1367,885,1805,153,339,229,1867,655,804,113
VNG_RS04110,2615,2943,2959,602,761,842,1779,1156,816,418,4217,2888,2069,3902,436,772,475,3138,1000,1872,206
VNG_RS04115,1721,1854,2929,412,531,593,2409,1793,1032,532,4054,2680,1904,4466,415,815,566,4978,1816,3074,311
VNG_RS04120,5437,6841,6717,1314,1295,1744,5750,3831,2324,1031,9466,6830,5207,10739,921,1580,1218,9249,3449,4946,596
VNG_RS04125,296,385,331,46,38,64,376,278,65,40,425,370,267,641,29,55,37,770,375,190,29
VNG_RS04130,121,185,176,16,23,30,483,291,124,44,739,181,168,324,10,44,27,1009,411,417,33
VNG_RS04135,323,283,410,66,84,77,267,163,75,43,371,423,181,399,55,75,62,428,174,226,26
VNG_RS04140,555,894,876,139,157,281,1088,799,483,193,2285,816,762,1465,132,253,132,2366,905,1360,173
VNG_RS04145,24,37,12,2,4,2,8,11,5,0,16,18,14,20,0,0,0,28,18,19,0
VNG_RS04150,145,126,140,25,25,31,115,60,51,22,218,155,84,218,21,21,25,263,97,139,17
VNG_RS04155,282,340,313,66,96,122,314,238,167,125,832,306,291,665,41,80,72,719,209,453,40
VNG_RS04160,3413,3688,4163,807,856,965,2289,1503,901,423,3515,3938,3114,6761,543,762,563,3999,1385,2134,219
VNG_RS04165,15087,19389,18519,2983,4716,4693,9175,6454,4070,2009,12778,19051,16404,37775,2809,4431,2711,16282,5456,8972,871
VNG_RS04170,1611,2513,1791,311,490,542,958,687,441,211,1285,2084,1844,5045,284,407,183,1838,577,974,96
VNG_RS04175,1717,3447,2102,464,579,1122,1143,901,618,319,2626,2162,2571,6000,359,785,338,2924,1037,1921,186
VNG_RS04180,1207,1942,1305,290,351,527,1075,816,409,220,2356,1296,995,2276,222,397,222,2129,899,1197,149
VNG_RS04185,1802,3688,2070,426,559,1028,1500,1225,912,467,3524,2353,2838,6093,460,795,359,4417,1533,3396,196
VNG_RS04190,1119,2374,1428,286,454,631,856,814,540,328,2106,1674,1868,3930,272,509,248,2670,934,2100,109
VNG_RS04195,1111,2005,1365,296,402,542,930,853,503,224,2120,1411,1442,3323,287,505,240,2849,927,1847,159
VNG_RS04200,399,545,422,90,128,167,173,99,94,36,355,464,371,852,78,131,75,339,120,209,19
VNG_RS04205,1312,2156,1931,360,491,628,1221,778,594,314,2484,1759,1662,3406,265,515,261,2567,762,1884,119
VNG_RS04215,2692,4755,3115,690,946,1116,2123,1752,1311,621,5237,3151,3338,8509,619,868,517,5976,1759,4122,282
VNG_RS04220,1100,1540,1334,256,413,438,1038,694,540,273,2451,1471,1123,1952,234,332,196,1898,759,1323,118
VNG_RS04225,3794,4897,4325,391,232,535,5757,3835,630,425,6113,4633,3003,7435,234,459,546,13058,4458,2025,345
VNG_RS04230,2635,4022,3658,806,832,1257,5111,3024,2015,1015,10778,3983,2886,3579,617,1079,764,9514,3316,5866,671
VNG_RS04235,7567,12454,10834,1374,1913,2589,9472,7287,3252,1901,14826,11134,10306,26035,1302,2384,1526,23657,6982,11025,1011
VNG_RS04240,4260,6269,6178,1049,749,1701,5435,3073,1239,466,6245,6784,3836,5303,561,1332,928,7538,3611,3586,631
VNG_RS04245,11886,20455,15261,3045,4751,6323,11729,7987,6027,3036,22571,15757,14830,33706,2905,3176,2824,18220,5347,12833,916
VNG_RS04250,1503,1962,1308,203,211,333,1059,834,239,161,1551,1522,1068,3214,178,216,221,2365,756,501,110
VNG_RS04255,1113,1683,1604,304,373,468,1062,849,615,352,1897,1749,1490,4397,274,493,239,3178,1165,1850,211
VNG_RS04260,9812,17330,13573,2617,3491,5281,9860,6639,5100,2388,21466,13637,13500,26460,2516,4659,2325,20244,6852,14344,1368
VNG_RS04265,7727,9877,9585,1556,1935,2786,6922,4649,2763,1372,11973,9492,8915,18879,1379,2785,1514,13357,4914,7327,861
VNG_RS04270,2383,3809,3348,505,868,784,3452,2304,1453,715,4095,2768,3114,5411,453,575,487,6271,1730,4262,256
VNG_RS04275,306,620,283,79,134,183,457,257,200,102,936,321,362,914,51,99,55,1116,368,735,63
VNG_RS04280,554,863,543,111,163,281,758,538,290,144,1431,630,508,1194,92,174,101,1764,640,1074,121
VNG_RS04285,4873,7148,5563,1182,1727,1935,3627,2559,1858,1043,7152,5934,5355,10346,1005,1355,972,7723,2288,5224,379
VNG_RS04290,2614,3844,2852,585,786,948,2372,1455,1017,472,4495,3039,2925,6169,477,638,442,4569,1623,2786,208
VNG_RS04295,1542,2458,1813,376,516,760,1710,1015,883,439,3292,1884,2013,3797,351,489,323,3122,1083,2424,156
VNG_RS04300,1371,3611,978,243,471,628,727,464,401,177,1162,1550,2330,5836,188,360,142,1730,536,806,60
VNG_RS04305,24891,25585,28377,2042,2761,3719,15242,10506,2620,1779,12923,32980,18542,32782,1359,3249,2864,26575,13899,9400,1178
VNG_RS04310,74482,105856,100775,20183,32612,34480,62846,46134,33182,17773,113426,103221,89126,176500,19652,33446,19884,110883,34650,80085,9505
VNG_RS04315,60900,76111,74524,16001,20790,24710,50655,36469,22627,12512,93222,77204,63328,128636,14297,23959,14460,86842,34022,59075,7695
VNG_RS04320,23055,33957,22410,5208,6540,9459,17412,10570,6640,3834,30497,25373,20511,46179,3592,6870,3806,35139,9657,18611,2074
VNG_RS04325,1570,1836,1194,329,362,373,1066,604,347,188,1241,1557,1024,2364,170,351,248,2044,474,933,91
VNG_RS04330,6216,8641,6267,1206,1438,1837,3089,2317,1077,549,4253,7738,6358,12478,847,1685,1014,5982,2036,2664,378
VNG_RS04335,233,575,168,60,71,115,96,93,61,34,179,282,366,973,45,75,43,287,85,162,14
VNG_RS04340,6451,10040,7186,1355,1761,2629,4362,2875,1622,1025,8119,7580,6834,14629,985,1978,1270,9634,2955,5386,608
VNG_RS04345,1419,2210,1800,223,411,423,949,677,308,207,1307,1896,1727,4374,204,351,196,2158,616,852,73
VNG_RS04350,1045,2427,1437,351,407,655,1285,911,642,395,2900,1619,1599,3275,284,506,308,3472,1067,2470,180
VNG_RS04355,2963,4773,2760,608,915,1183,2272,1473,961,520,3632,3440,3405,7095,492,767,456,4916,1489,2809,230
VNG_RS04360,10,15,9,5,5,5,3,3,9,5,24,8,13,37,5,5,6,27,11,10,4
VNG_RS04365,760,1087,615,80,136,150,524,283,145,76,844,661,582,1780,46,96,52,1275,362,416,27
VNG_RS04370,1657,2799,1468,356,477,654,1614,971,655,378,3428,1833,1795,4083,251,469,233,4520,976,2584,174
VNG_RS04375,611,1983,1997,138,306,897,2312,1532,1073,395,3805,1829,2841,7218,301,970,309,4145,2670,2874,232
VNG_RS04380,1958,3061,2366,482,705,653,1872,1380,878,467,3859,2688,1892,3549,369,668,411,4755,1315,2832,241
VNG_RS04385,34573,60227,36081,7970,12119,12135,43046,31961,18345,11404,86645,36853,35689,59425,5721,7014,6310,111452,32478,71182,4781
VNG_RS04390,62141,118732,67738,16385,28824,27592,82610,61837,44130,26762,192639,70719,69325,105157,13260,15136,12937,214036,58909,153692,10322
VNG_RS04395,238,322,271,52,79,93,117,117,71,33,312,405,240,504,52,98,43,495,118,240,26
VNG_RS04400,2145,3357,2720,587,853,965,1404,1041,674,430,3193,3178,2563,5728,575,1016,526,4004,1238,2659,255
VNG_RS04405,1010,1583,1443,232,201,287,620,795,153,171,873,1830,782,1812,152,472,319,1788,781,703,178
VNG_RS04410,14986,17350,19522,3615,5148,5328,10431,7217,4558,2371,16136,17004,12591,33640,2724,5183,3225,15610,7299,9668,1330
VNG_RS04415,13712,17993,16898,3390,5413,5720,9278,7003,5080,2408,17888,15904,14113,37020,3031,4948,2807,15532,6730,10101,1215
VNG_RS04420,11745,14076,17300,2876,4093,4482,7752,6873,4225,2161,15173,14304,12242,35191,3184,4130,2752,13963,6291,9217,1417
VNG_RS04425,29108,34661,42196,7115,10879,12398,23011,17165,12118,5169,38366,36422,31339,68074,7150,10632,6724,30961,13098,21241,3261
VNG_RS04430,1713,2280,2219,589,837,614,1151,983,688,341,2215,2258,1663,4305,542,806,381,2366,1094,1296,245
VNG_RS04435,10598,11026,14144,2048,2869,3534,7943,6030,3043,1478,11318,12815,9945,20014,1899,3274,2223,10235,4898,5421,968
VNG_RS04440,7410,9820,10545,1820,2748,2947,5594,4302,2925,1380,9036,8861,7712,18190,1784,2748,1719,8949,4109,5540,792
VNG_RS04445,7629,9828,9242,1819,3068,3110,5446,3888,3249,1426,8639,8589,8153,21683,1870,2690,1539,8367,3151,5636,762
VNG_RS04450,1947,2372,2527,485,636,722,1052,1289,610,357,2641,2408,1980,7686,604,647,408,2543,1478,1123,293
VNG_RS04455,1284,1392,1804,361,373,424,676,937,394,208,1179,1674,1271,3648,361,409,272,1709,722,617,143
VNG_RS04465,17698,24551,27338,4534,6933,7397,15677,11619,7867,3324,22776,25368,20238,37375,4325,6690,4465,23547,9955,15222,1847
VNG_RS04470,935,1440,1393,205,307,403,1542,1027,703,323,3048,1338,1180,2768,222,396,182,3940,1297,2508,202
VNG_RS04480,761,2173,800,144,242,336,1127,690,447,199,1634,1020,1365,3229,116,190,116,2438,557,1041,88
VNG_RS04485,14179,23340,17219,3641,5547,7575,12546,7384,6532,3179,24600,16734,16591,30219,3241,5627,3543,19054,6558,14446,1462
VNG_RS04490,7630,12741,9277,1781,2625,2916,6677,4208,3068,1356,9666,9233,9328,18055,1432,2312,1523,10436,4181,6289,639
VNG_RS04495,168,373,138,29,57,86,136,88,81,29,275,191,221,505,24,34,11,379,82,122,10
VNG_RS04500,4865,7585,5521,1133,1693,1961,3337,2234,1533,771,6438,6417,6390,11350,972,1539,898,5970,2156,3923,322
VNG_RS04505,560,896,652,127,168,234,604,395,225,121,960,682,831,2258,74,125,80,1690,488,1033,53
VNG_RS04510,1018,1932,1195,256,277,583,707,577,387,211,1554,1446,1667,3379,237,408,261,1736,641,1377,88
VNG_RS04515,17695,26277,21025,3642,5143,5755,12307,9082,4219,2454,17410,26182,19544,38142,3006,5163,3612,24143,8972,10007,1706
VNG_RS04520,3320,4334,3846,900,1080,978,1877,1800,829,594,3403,4165,3552,11814,921,1123,653,4629,1785,1933,450
VNG_RS04525,2238,2362,2186,597,672,551,1154,1128,540,362,1874,2624,1813,4206,496,724,502,2196,1341,1215,292
VNG_RS04535,584,1229,633,157,199,349,520,323,270,129,1103,810,845,1832,128,205,130,1201,395,892,37
VNG_RS04540,470,749,400,131,178,212,304,205,187,111,678,499,510,1339,101,159,71,674,271,474,50
VNG_RS04545,1316,2016,1266,247,394,508,1094,623,511,249,1816,1459,1597,3173,224,314,187,1966,805,1124,87
VNG_RS04550,1496,3135,1731,385,686,756,1401,872,802,397,2976,1996,2262,5237,361,571,295,3590,1037,2200,166
VNG_RS04555,1196,2375,1755,351,498,726,1329,1052,638,386,3467,1622,1556,3455,337,518,304,3645,1284,2399,263
VNG_RS04560,4461,7484,4066,1116,1687,1562,2526,1872,1219,719,5238,5240,4217,11632,906,1372,666,6335,1764,3331,380
VNG_RS04565,6526,9543,6496,1501,1863,2684,4197,2876,1529,994,8875,7113,6158,14038,1142,2061,1179,8393,2019,4839,540
VNG_RS04570,5198,7792,6300,1230,1716,2249,3912,2663,1884,996,7556,7014,6849,13614,1155,1968,1119,7587,2773,5066,490
VNG_RS04575,6357,9867,6346,1387,1515,1877,4475,3436,1537,927,9037,6995,5250,13294,1042,1575,911,11297,2982,3643,657
VNG_RS04580,2894,3201,3129,767,606,1155,1988,1834,662,504,5451,3338,2088,3873,568,824,518,4695,1809,2378,420
VNG_RS04585,163,316,218,42,45,92,791,354,365,114,1681,216,277,757,29,134,41,1747,826,1217,118
VNG_RS04590,784,1396,1021,211,251,332,607,514,271,175,1404,1103,1142,2652,165,313,198,1791,548,1153,72
VNG_RS04595,614,1034,697,124,178,263,522,353,225,94,957,734,914,2144,92,203,102,1328,431,679,65
VNG_RS04600,135,177,153,37,49,66,105,63,51,28,182,168,190,322,43,49,25,227,92,173,4
VNG_RS04605,317,461,430,81,122,110,275,150,129,61,431,486,357,824,92,112,71,632,175,367,34
VNG_RS04615,605,1016,748,128,158,237,646,422,231,124,1305,834,797,2015,135,229,121,1644,601,842,72
VNG_RS04620,285,505,332,77,120,121,326,215,171,93,622,410,446,1144,69,109,65,1126,260,640,47
VNG_RS04625,569,383,507,134,119,150,470,320,181,131,686,594,479,1099,94,159,91,1220,422,827,47
VNG_RS04630,121,124,89,17,23,34,75,43,39,18,121,93,85,265,24,18,18,240,61,132,6
VNG_RS04635,255,493,293,56,70,154,255,118,122,54,305,456,628,1441,64,112,61,805,250,433,26
VNG_RS04640,335,477,325,104,88,144,336,189,149,134,676,520,411,816,67,111,96,1311,411,841,45
VNG_RS04645,2683,3886,3529,497,756,821,1624,1192,586,343,2096,4186,3268,7117,458,601,428,4037,1338,1486,174
VNG_RS04650,10455,21904,11488,2019,3008,4411,24300,13464,9953,4695,38661,12567,15725,44852,1687,3684,1844,51021,15572,31765,2108
VNG_RS04655,15326,24592,28455,3669,5568,7017,38478,24652,14628,8427,110320,26834,20494,46897,3885,7050,4928,94879,22188,63621,4196
VNG_RS04660,321,394,340,65,72,113,258,134,76,42,422,420,386,803,71,209,82,499,215,265,33
VNG_RS04665,585,1429,649,141,224,353,640,407,325,162,1281,838,1199,2206,133,214,125,1682,515,1161,66
VNG_RS04670,866,1308,951,179,182,349,687,480,246,181,1553,1085,954,2625,162,263,171,1611,639,726,132
VNG_RS04675,1490,1948,1749,329,390,560,1376,829,574,316,2501,1768,1581,4063,250,572,320,2641,898,1681,153
VNG_RS04680,1076,1701,1055,245,305,509,663,479,254,178,1400,1539,1345,2650,246,496,226,2055,715,1105,138
VNG_RS04685,3292,5771,3617,800,1217,1655,2564,1859,1229,707,5979,4460,4458,8044,762,1037,756,5180,1708,3658,320
VNG_RS04690,240,471,232,40,80,77,357,262,129,70,529,275,374,1035,31,33,40,1313,323,584,40
VNG_RS04695,1238,2254,1590,294,529,708,1425,925,861,440,3563,1704,1665,3730,305,593,310,3911,890,2917,210
VNG_RS04700,1291,3350,1482,363,579,614,1046,756,577,362,1944,1863,2107,4406,335,545,324,2509,760,1490,142
VNG_RS04705,8649,16785,10996,2216,3373,4458,5490,4910,2671,1829,11030,13059,12624,22493,2181,3318,2229,13003,3914,8664,830
VNG_RS04710,3240,3829,2663,749,804,1114,1206,700,474,239,1915,2791,2789,5434,442,547,392,2111,774,1218,137
VNG_RS04715,811,1384,858,209,177,341,405,330,145,118,883,1035,1145,2510,144,244,136,1107,380,537,48
VNG_RS04720,157,209,159,38,53,63,137,104,65,37,224,141,177,332,18,34,21,294,86,164,5
VNG_RS04735,24,76,21,3,12,23,67,44,67,18,223,33,63,126,6,14,8,191,64,160,10
VNG_RS04745,2258,4235,1829,491,556,1135,1859,992,774,347,3442,2346,2792,4758,358,694,439,3924,1288,2512,274
VNG_RS04750,659,903,759,106,93,117,744,534,140,99,837,874,661,1484,59,120,113,1861,762,490,63
VNG_RS04755,10,17,15,3,1,4,12,19,10,5,38,13,9,21,4,1,1,50,19,23,3
VNG_RS04760,821,1454,978,219,307,297,916,586,466,228,1825,1066,1187,2598,219,332,186,1784,490,1137,95
VNG_RS04770,75,189,104,10,33,34,268,83,124,28,336,89,120,382,17,51,13,569,242,321,41
VNG_RS04780,3686,5825,4531,809,1132,1149,3236,1994,1186,750,5147,5092,4198,11344,606,1081,628,8900,2612,3924,325
VNG_RS04785,54,82,38,14,18,30,21,37,13,12,95,57,30,107,19,19,15,133,40,70,10
VNG_RS04790,3278,6686,3137,793,939,2322,2780,1575,1222,592,9588,3025,3574,6654,492,1044,609,5657,2172,3770,347
VNG_RS04795,2963,6283,3258,704,978,1531,3183,2041,1566,842,6846,3869,4864,10109,618,1035,593,7959,2556,5431,399
VNG_RS04800,465,539,365,40,59,73,377,257,76,41,397,448,428,1095,19,63,30,940,370,214,22
VNG_RS04805,974,1358,1316,247,274,501,745,455,311,163,1524,1307,1255,2363,190,431,185,1776,514,1277,112
VNG_RS04810,138,239,121,35,41,71,130,57,69,25,300,179,171,338,23,32,10,402,126,190,19
VNG_RS04825,2850,4567,3871,725,930,1628,2012,1348,1013,549,3970,3640,4750,9519,672,1560,700,4422,1508,2967,310
VNG_RS04830,998,1522,1421,235,358,352,996,771,529,300,1596,1387,1415,3478,210,401,201,2526,817,1635,115
VNG_RS04835,626,1980,605,185,237,422,336,489,253,224,1040,825,1399,3708,180,210,115,2031,581,1255,68
VNG_RS04840,2296,3730,2228,525,762,934,1659,1179,883,414,2757,2517,2642,6089,389,640,407,3427,1244,2215,182
VNG_RS04845,418,537,455,88,109,181,287,229,116,77,550,453,409,957,71,139,84,667,237,395,37
VNG_RS04855,14341,15133,10108,3683,3974,5108,6953,3992,4038,1911,9560,14334,12629,18108,2515,2990,1586,9971,4258,7644,508
VNG_RS04865,151,263,124,30,38,63,85,76,38,31,139,127,200,640,31,52,32,194,90,117,15
VNG_RS04870,166,346,197,36,45,77,193,143,71,39,332,208,294,807,30,71,49,476,170,197,24
VNG_RS04875,1111,2225,1126,245,363,574,979,598,483,280,2230,1427,1747,4925,206,478,183,3095,1019,1952,153
VNG_RS04880,706,1257,766,117,172,238,424,295,119,73,808,876,709,1432,105,185,109,983,332,429,50
VNG_RS04890,471,863,551,91,185,189,361,279,171,88,394,510,685,1366,92,129,79,554,205,419,50
VNG_RS04895,922,2542,933,209,500,510,582,502,404,202,951,1097,1569,3020,210,249,144,1583,397,887,81
VNG_RS04900,6149,10962,7736,1532,2384,2590,3999,3250,1978,1200,6108,7739,8775,14574,1401,1930,1363,8213,2857,5218,525
VNG_RS04905,2415,4559,2665,525,695,1183,3038,1938,1230,628,5308,3490,3996,9531,484,850,512,8363,3174,4430,414
VNG_RS04910,726,1343,1032,137,284,257,802,559,392,202,1194,1675,1663,4402,218,403,195,3262,923,1703,153
VNG_RS04915,1653,3438,2319,358,566,783,1910,1517,880,560,3238,3318,3764,9412,482,882,478,7271,2322,4320,308
VNG_RS04920,2558,4208,3419,502,836,1028,2998,1984,1275,563,4585,4805,4779,12283,686,1077,562,9276,2711,4331,447
VNG_RS04925,161,301,166,32,60,77,96,58,47,28,144,225,269,508,36,75,25,229,107,158,9
VNG_RS04930,2666,3933,2570,546,704,1023,2448,1454,1000,537,5237,2811,2675,6490,417,852,499,4934,1164,2825,253
VNG_RS04935,2659,4203,3066,611,964,1287,1960,1406,962,517,4441,3382,3544,8427,609,1221,561,5225,1730,3304,331
VNG_RS04940,569,1008,628,108,151,194,701,420,251,133,1324,705,695,2099,108,170,87,1718,608,956,67
VNG_RS04945,849,1469,1598,245,271,378,1471,1033,441,294,3090,1596,1163,2796,203,449,241,4464,1529,2332,245
VNG_RS04950,1991,2828,2016,339,440,745,1233,794,352,303,2147,2389,2125,4951,270,703,397,2993,1135,1414,164
VNG_RS04955,4361,6102,5816,999,865,1320,4712,3673,1317,775,7324,6615,4209,6966,683,1306,1040,11085,3327,3887,548
VNG_RS04960,369,618,592,69,106,193,980,669,345,191,1547,601,644,1423,80,154,113,2413,781,1331,115
VNG_RS04965,756,1193,796,183,237,365,584,428,287,142,1337,914,938,1791,153,247,169,1485,556,1032,91
VNG_RS04970,3697,7285,4979,824,1287,1588,7557,5757,3607,1800,9717,4770,5741,10398,749,1108,800,15637,5002,11899,741
VNG_RS04975,27,20,29,3,8,1,6,7,9,5,35,38,5,31,7,7,10,32,15,16,5
VNG_RS04980,1496,2846,2407,384,630,824,1543,1375,965,576,3476,2567,2529,6023,480,972,486,4974,1704,3801,248
VNG_RS04995,2126,3528,2484,498,689,956,2089,1269,940,557,4677,2774,2821,5754,406,757,467,4683,1448,2922,255
VNG_RS05000,350,965,372,58,143,175,316,226,143,79,533,527,669,1848,69,103,44,1051,308,451,34
VNG_RS05005,1156,1929,1249,244,350,506,957,599,403,232,1730,1474,1497,3042,277,401,235,1980,739,1193,108
VNG_RS05010,961,1848,1103,193,335,341,574,488,227,152,838,1233,1274,3254,136,201,103,1634,488,677,74
