gene_id,WTCMA,WTCMB,WTCMC,WTCM1,WTCM2,WTCM3,WTMA,WTMC,WTM1,WTM2,WTM3,KOCMA,KOCMB,KOCMC,KOCM1,KOCM2,KOCM3,KOMA,KOMB,KOM1,KOM2
VNG_RS07010,1782,3100,3083,428,507,920,5502,3215,2120,914,11144,2659,2150,7042,450,1143,558,12629,3989,6534,1080
VNG_RS07015,831,1196,1382,210,297,365,1033,834,531,307,2457,1358,836,2699,238,469,186,2911,1147,2174,196
VNG_RS07020,1223,1934,1438,190,326,375,1306,761,399,195,1876,1713,1529,3668,187,353,202,3265,1038,1509,116
VNG_RS07025,210,338,272,46,74,98,386,298,212,80,814,248,275,471,42,48,43,670,253,455,31
VNG_RS07040,816,915,769,205,240,223,552,439,226,129,1173,780,622,1593,179,102,148,806,235,407,26
VNG_RS07045,2865,4288,3688,786,1099,1271,2627,1905,1290,728,5640,4359,3406,9396,775,989,717,5011,1378,3088,277
VNG_RS07050,662,1253,769,133,210,279,583,383,233,131,1015,849,905,2285,112,209,133,1405,362,682,68
VNG_RS07055,586,1053,738,126,209,244,686,447,289,152,1683,922,646,1956,131,224,129,2223,603,1374,90
VNG_RS07060,328,670,678,89,149,226,831,613,449,254,2110,611,588,1786,96,160,107,2330,782,1700,103
VNG_RS07065,237,518,356,75,117,136,462,283,271,133,1049,317,410,1013,60,112,53,1305,332,811,47
VNG_RS07070,380,866,546,80,133,202,791,527,321,187,1710,617,582,1428,89,115,81,1886,693,980,114
VNG_RS07075,261,435,334,42,95,94,354,218,159,51,542,401,323,839,43,81,46,938,339,434,43
VNG_RS07080,1108,1931,1279,249,424,623,992,648,438,239,2324,1396,1311,2422,218,452,241,2291,660,1460,147
VNG_RS07090,7316,13364,9572,1809,2495,4180,7629,5060,3357,1701,16731,10945,10233,21644,1800,3612,1905,15279,5806,10176,1056
VNG_RS07095,155,265,238,31,64,52,174,166,68,37,249,203,135,343,22,43,33,352,122,200,28
VNG_RS07100,195,823,303,37,81,162,208,170,97,70,542,284,474,979,41,86,41,868,213,430,37
VNG_RS07105,408,472,807,92,123,117,679,568,263,175,898,702,446,1338,94,157,94,1870,508,1107,65
VNG_RS07115,40429,56240,47304,7330,8719,10715,45891,27944,12255,6213,64877,51290,33144,79696,5045,8971,7286,91162,33415,36781,4452
VNG_RS07120,671,1157,1157,142,257,369,1082,794,609,323,2363,1176,1101,2578,212,321,233,2363,938,1925,121
VNG_RS07125,624,1148,1090,164,275,434,998,709,594,276,2366,909,936,2250,197,312,202,2092,788,1697,121
VNG_RS07130,40,106,72,8,13,15,178,97,56,22,228,80,49,241,8,21,4,598,167,230,24
VNG_RS07135,458,848,793,119,186,328,1064,736,553,269,2515,798,801,2172,134,296,161,2800,1048,2170,171
VNG_RS07140,34,107,58,7,8,20,260,123,115,36,719,49,86,182,8,32,27,857,344,630,69
VNG_RS07145,1339,1858,1699,311,381,382,963,792,360,194,1601,1703,1238,2989,214,408,214,2617,841,1238,108
VNG_RS07155,1969,4401,3198,526,1042,1078,2945,2164,1705,822,6015,3433,3388,8051,614,866,528,6896,1867,4466,299
VNG_RS07160,609,1377,930,137,227,430,828,698,433,315,2231,965,1156,2795,187,218,174,3089,803,2370,97
VNG_RS07165,249,425,300,50,70,101,318,199,129,60,627,298,262,806,66,86,55,989,168,489,43
VNG_RS07170,917,1903,1379,233,464,484,1264,902,644,339,2206,1396,1310,3797,228,347,233,2962,686,1832,117
VNG_RS07175,2679,4927,3077,629,1007,1358,2307,1503,1359,638,4177,3720,3714,9783,630,1117,606,5368,1864,3612,289
VNG_RS07180,3927,5472,5013,854,1409,1526,2738,2047,1170,692,4416,5157,4428,10713,874,1398,829,5877,2074,3666,330
VNG_RS07185,782,1078,1201,227,284,366,544,407,277,192,929,1085,980,2261,220,406,193,1430,444,1027,72
VNG_RS07190,829,1987,1055,188,260,460,689,742,466,336,2008,1239,1485,4334,255,363,187,2920,864,2235,114
VNG_RS07195,1307,2049,2089,361,509,729,1828,1377,1050,500,4120,1926,1724,4454,402,629,377,4726,1703,3829,304
VNG_RS07200,2363,3963,5846,593,1178,1216,7180,4571,3728,1597,8831,4720,4005,8939,784,1573,913,12372,4199,8803,700
VNG_RS07205,1254,2067,2751,325,575,615,3208,2273,1963,708,4268,2330,1927,4377,400,735,397,6583,2065,4958,325
VNG_RS07215,6762,9880,9757,1427,2236,2502,6560,5184,2761,1479,10601,9027,7152,16623,1285,2166,1412,14764,5432,8554,719
VNG_RS07220,1451,2171,2255,395,548,611,1924,1381,968,514,3809,2271,1627,3694,373,545,402,5070,1684,3444,304
VNG_RS07225,524,728,872,177,173,227,603,525,282,165,1339,824,658,1351,136,272,161,1580,553,1043,112
VNG_RS07230,514,968,635,170,166,439,1800,1116,929,442,8114,755,577,2062,132,434,222,5525,1189,4179,492
VNG_RS07235,2659,4163,3687,613,1120,1034,2671,1711,1295,690,4256,3766,3366,8829,629,966,554,6480,1700,3606,307
VNG_RS07240,212,485,272,64,99,154,217,139,112,49,362,328,326,792,66,115,41,455,183,360,21
VNG_RS07245,229,479,299,60,114,147,197,136,159,68,523,325,297,700,52,120,66,535,182,378,37
VNG_RS07250,611,1341,1072,205,238,436,562,464,323,181,1483,999,816,1560,178,364,210,1314,568,1049,136
VNG_RS07255,658,998,863,158,232,332,283,246,171,79,613,870,813,2486,162,319,134,770,296,545,62
VNG_RS07260,127,280,223,37,76,104,113,125,74,41,330,276,224,525,48,64,29,392,158,275,18
VNG_RS07270,895,1928,889,182,277,394,937,753,410,261,1855,1236,1371,3616,165,244,153,3018,843,1463,103
VNG_RS07280,292,511,432,78,136,170,317,247,162,71,612,542,312,792,73,159,134,634,212,443,46
VNG_RS07285,1626,3101,2363,363,515,733,1873,1267,803,437,3043,2583,2661,5646,389,693,425,3617,1061,2121,189
VNG_RS07290,963,1599,1496,183,249,343,998,728,372,232,1358,1495,1559,4574,185,293,189,2482,724,1151,95
VNG_RS07300,924,1793,1152,230,384,480,521,350,309,179,961,1508,1533,3174,272,479,200,1303,466,821,75
VNG_RS07310,698,1069,1037,154,224,314,1142,728,529,257,1656,927,921,2339,164,245,161,2018,645,1527,96
VNG_RS07320,4886,8303,6876,1263,1859,2136,4865,3616,2472,1395,10766,7248,6419,14551,1266,2075,1316,12802,3923,8968,641
VNG_RS07325,2660,3494,3658,632,687,933,3007,2611,1184,668,6693,3786,2570,7152,585,880,702,9365,3056,5185,424
VNG_RS07335,63,111,103,15,20,29,114,74,47,24,203,107,77,265,12,34,24,282,86,201,19
VNG_RS07340,183,286,505,49,86,101,361,313,194,88,684,383,303,709,77,89,64,839,303,612,42
VNG_RS07345,331,541,724,108,182,172,547,460,325,183,1037,594,608,1570,140,189,86,1471,562,1164,63
VNG_RS07350,609,1157,711,98,161,214,661,339,158,114,883,739,775,2192,53,136,95,1760,430,655,62
VNG_RS07355,532,864,841,137,156,218,639,458,263,123,1104,927,648,1643,115,230,140,1461,571,878,98
VNG_RS07360,1145,1576,2018,232,304,440,1413,993,450,302,2591,1994,1480,3754,221,447,279,4247,1522,2149,154
VNG_RS07365,2033,3120,3996,442,720,718,3438,2533,1331,722,5286,3755,2673,7703,492,824,574,9140,2442,4966,397
VNG_RS07370,1355,2167,1717,267,408,420,994,730,416,233,1576,1879,1486,5314,256,475,237,2724,955,1353,119
VNG_RS07375,3488,5151,4956,662,863,1474,3456,2273,1075,683,6284,4829,4940,12218,595,1269,618,7693,2663,4022,457
VNG_RS07380,304,652,604,66,156,147,387,279,215,103,700,531,549,1211,89,140,69,862,296,569,29
VNG_RS07385,1249,1927,1679,324,410,605,1133,783,497,297,2526,1927,1602,3978,349,658,333,2539,1008,1689,162
VNG_RS07390,1838,3403,2389,468,730,958,2248,1497,1253,608,4871,2592,2664,6606,438,741,395,5580,1981,4050,284
VNG_RS07400,9,10,8,7,2,1,7,20,13,6,68,24,24,75,4,4,5,118,18,22,4
VNG_RS07405,1394,1926,1452,223,315,347,986,781,300,182,1907,1585,1077,3126,145,327,195,3360,1210,1442,145
VNG_RS07410,419,535,472,90,131,127,327,255,142,75,612,496,317,1273,97,148,78,1065,355,536,62
VNG_RS07415,1631,2167,1427,339,592,536,1201,859,629,341,2281,1895,1257,4064,269,614,286,3500,1051,1895,166
VNG_RS07420,2401,3995,3715,551,877,1116,2732,2143,1304,647,5113,3790,3275,6334,706,1130,719,6242,2159,4269,353
VNG_RS07425,5052,7786,5864,1131,1703,2430,5042,3067,2187,1189,11220,7467,7722,16643,1230,1845,1060,12188,4355,7256,578
VNG_RS07430,3228,5157,4799,1023,1512,1790,2387,1814,1460,771,7006,4936,4147,11210,983,1624,828,6387,1885,4394,444
VNG_RS07435,1442,2202,1989,361,446,485,1290,972,491,263,2255,2154,1532,3448,290,463,286,3742,1357,1818,194
VNG_RS07440,32,78,42,19,33,14,26,17,18,11,64,64,46,182,10,20,8,131,45,43,6
VNG_RS07445,354,588,446,86,127,162,258,154,114,59,584,444,385,993,81,112,69,701,245,367,35
VNG_RS07450,508,661,747,103,155,215,581,360,252,114,1075,717,506,1012,85,206,120,1077,415,805,76
VNG_RS07455,91,112,106,15,14,36,58,55,24,14,121,74,85,314,15,13,16,159,63,90,10
VNG_RS07460,146,287,165,36,46,55,132,88,85,25,272,190,155,576,36,39,15,448,111,252,20
VNG_RS07465,484,805,527,76,123,145,428,250,134,66,634,606,546,1668,54,108,59,1278,331,625,31
VNG_RS07470,127,302,229,41,73,116,1136,460,696,177,2110,200,267,565,38,121,64,2351,1034,1843,193
VNG_RS07475,624,1343,877,183,192,384,3914,1688,1914,573,6832,885,996,2253,155,476,185,7370,2753,5872,611
VNG_RS07480,123,490,166,24,48,70,1464,496,702,187,2457,205,252,844,20,107,35,4509,1298,1797,183
VNG_RS07485,4760,6828,6745,1173,1886,1962,5634,3880,2863,1446,11288,7159,6441,15387,1307,1989,1300,11231,3560,8389,604
VNG_RS07490,431,727,497,76,158,160,679,455,344,156,1504,580,501,1488,66,157,93,2370,623,1312,79
VNG_RS07495,1138,1664,1270,288,437,516,950,654,464,236,1946,1486,1124,3160,283,403,291,1951,746,1363,149
VNG_RS07500,2193,3774,3032,405,773,919,2648,1866,1181,562,5102,3089,2956,7299,373,755,473,5588,1798,3248,236
VNG_RS07505,12932,16681,24086,2423,3978,3456,14480,11481,5068,2785,17921,23030,16468,49251,2546,5250,3116,36619,12692,15998,1818
VNG_RS07510,7210,8994,12331,1572,2693,2313,6743,5385,3106,1803,10781,11003,8336,23117,1832,3172,1923,17123,5820,10027,1029
VNG_RS07530,3023,5431,5352,748,1747,1526,2999,2210,1523,593,1911,6827,4705,14138,1134,768,842,2584,961,1308,157
VNG_RS07535,749,1189,1217,137,249,269,620,453,267,126,345,1210,1043,3124,222,162,188,740,208,300,36
VNG_RS07540,2949,4855,3838,659,938,1254,2457,1676,943,555,3820,4449,3813,10166,566,996,606,5525,1641,2644,314
VNG_RS07545,3103,5226,4946,818,1336,1479,3463,2371,1623,935,5775,4973,4511,11171,900,1130,769,6909,2518,4444,336
VNG_RS07560,832,2276,1284,227,377,794,931,708,517,271,2615,1280,1331,2762,260,441,248,2634,757,1897,144
VNG_RS07565,1265,2346,2025,308,556,562,1218,876,589,348,2244,2029,1638,4343,302,509,300,3043,818,1764,148
VNG_RS07570,754,1569,1014,199,304,591,1299,709,641,356,3740,1160,1044,2146,213,344,194,2788,1079,2035,196
VNG_RS07575,1168,3484,2492,347,538,1689,1958,1279,1106,491,7642,2007,2599,4386,358,717,358,2029,1206,1687,305
VNG_RS07580,556,1343,902,116,182,414,609,431,268,159,1578,742,985,1849,114,202,103,979,407,532,73
VNG_RS07585,3169,7400,5512,855,1282,3183,3736,2464,1821,862,10485,4720,5401,9517,783,1433,876,4153,1968,2935,498
VNG_RS07590,341,508,484,78,110,98,277,216,112,78,584,503,325,722,76,76,60,540,185,265,29
VNG_RS07600,2681,4619,3129,573,990,1245,2433,1707,1203,598,4730,3597,3222,7592,585,986,605,5310,1700,3627,267
VNG_RS07610,818,1438,1155,181,270,292,747,543,292,159,1524,1196,1009,3054,167,273,133,2084,670,1130,117
VNG_RS07615,1742,2550,2360,440,547,621,1517,1101,717,374,3022,2371,1783,4727,388,527,328,3625,939,2190,180
VNG_RS07620,1087,2219,1365,377,475,687,2920,2182,2177,966,6898,1591,1478,3688,346,593,387,12006,3479,10417,613
VNG_RS07625,2573,3758,3139,744,1237,1289,7221,5120,4434,2065,13023,3502,2691,7128,721,1212,806,23390,8294,20985,1352
VNG_RS07645,1668,3810,1686,412,602,936,4079,2277,1916,1012,10204,1880,1651,3831,284,524,363,13847,3686,8703,665
VNG_RS07650,151,242,256,39,37,51,218,151,81,39,513,208,154,357,34,48,25,480,161,213,23
VNG_RS07655,455,833,567,88,144,175,351,290,129,105,892,666,478,1199,73,106,110,1294,381,594,48
VNG_RS07660,5,33,6,4,3,5,8,7,2,5,33,17,7,20,1,4,1,17,13,13,0
VNG_RS07665,248,286,191,104,72,101,146,233,119,72,842,258,153,442,66,114,63,763,294,451,57
VNG_RS07675,794,1036,931,196,245,244,548,366,322,128,995,832,801,2178,146,141,158,1259,424,878,46
VNG_RS07680,1188,1988,1524,251,368,513,1295,724,547,267,2388,1519,1666,4338,225,360,269,2647,840,1367,101
VNG_RS07685,810,1285,779,166,205,229,590,399,227,98,980,1088,967,2547,105,155,82,1232,352,589,55
VNG_RS07690,1920,3196,3398,498,852,1049,2816,1985,1392,634,4514,3486,2524,5752,610,1052,650,5543,1886,3840,269
VNG_RS07695,366,408,516,86,145,114,209,177,116,95,454,541,383,908,106,138,93,556,227,379,27
VNG_RS07700,6689,10040,10830,1661,2723,2865,6894,5287,3839,1687,13330,11288,8935,20051,1928,2922,1917,14835,4352,9708,871
VNG_RS07705,3636,4842,5396,898,1463,1454,3870,2673,1992,860,7538,5481,3992,9892,945,1508,1016,8045,2579,5246,454
VNG_RS07710,843,1423,1182,185,282,416,1106,808,531,275,2735,1250,858,1665,214,332,232,2643,969,1816,151
VNG_RS07715,654,917,783,155,219,215,348,273,166,92,772,877,591,1769,116,252,136,987,395,668,53
VNG_RS07720,923,1570,1345,195,329,423,542,428,234,157,1064,1423,1374,3471,235,352,195,1340,532,881,61
VNG_RS07725,680,1308,833,150,266,344,392,279,219,158,901,1062,1096,2631,181,275,132,1069,346,730,46
VNG_RS07730,1953,3376,3640,500,742,1039,2266,1918,1068,628,4849,3181,2721,8234,547,1085,598,6497,2622,4700,432
VNG_RS07735,371,599,557,110,162,133,409,361,209,127,758,624,426,1257,94,180,103,1392,363,629,95
VNG_RS07745,1646,3882,2279,460,706,1089,2435,1548,1226,604,6113,2438,2462,5992,418,1057,480,7140,2120,4854,381
VNG_RS07750,2896,5993,4602,729,1022,1565,3305,2563,1570,896,8220,4546,4401,11678,819,1249,731,9646,2769,5869,472
VNG_RS07755,9553,16264,15191,2254,3208,4959,12511,8545,5495,2863,24412,13952,13409,28407,2119,4383,2310,30449,11109,18306,1853
VNG_RS07765,129,312,219,36,40,69,248,182,123,67,488,221,246,679,31,58,30,750,197,392,35
VNG_RS07775,4389,7683,5725,1143,1955,2192,3606,2521,2125,1058,8725,6234,5567,13261,1166,1907,1052,8480,2767,5747,478
VNG_RS07780,2988,4671,3803,533,867,915,2156,1410,775,483,3673,3566,3272,7916,557,723,431,4960,2112,2464,225
VNG_RS07785,2980,4603,4887,935,1222,1438,2819,1867,1204,870,7396,4563,3159,5465,759,1314,751,6766,1529,4019,510
VNG_RS07790,13535,19150,16728,3552,4633,6131,12727,8905,5972,3116,31670,17379,12855,32841,2981,4945,3307,27498,8749,18767,1781
VNG_RS07800,1171,2142,1615,284,514,714,1099,778,598,359,3417,1843,1430,3146,333,578,282,3661,1298,2766,157
VNG_RS07805,514,1755,804,130,208,266,520,418,257,148,2527,53,39,122,7,15,19,98,47,94,10
VNG_RS07810,4661,5413,5081,972,1293,1328,3207,2111,1400,640,5441,5612,4618,11207,855,1317,782,7142,2450,3866,402
VNG_RS07815,8621,11178,10796,2179,3302,3306,7439,4619,3927,1811,14708,11540,8763,19261,1964,3010,1903,15296,4875,10480,878
VNG_RS07820,3427,5636,4351,685,1196,1295,3663,2672,1838,870,7523,4983,4365,12455,759,1138,660,10491,3263,5719,403
VNG_RS07825,801,1288,1196,250,291,380,794,481,330,148,1750,1269,852,1980,159,330,188,1516,518,997,118
VNG_RS07830,11086,16173,15332,2423,4037,4504,11723,8227,5386,2874,22730,15973,13968,29166,2622,3894,2591,24305,7976,15854,1324
VNG_RS07835,7563,12103,9609,1796,2789,3534,7420,4957,3430,1984,16971,11059,10625,23582,1937,3317,1805,18120,5151,11341,1079
VNG_RS07840,469,1271,675,105,202,283,772,524,405,184,2228,794,854,1998,115,196,147,2344,760,1393,97
VNG_RS07845,102,226,141,26,16,36,199,125,54,37,398,145,111,530,26,35,22,624,230,202,32
VNG_RS07850,554,1080,851,133,175,259,902,605,457,211,2160,868,805,2074,138,230,145,2060,788,1390,128
VNG_RS07855,423,873,460,93,158,239,255,243,115,65,646,467,547,1397,49,134,69,990,327,606,35
VNG_RS07860,30,45,42,10,14,19,24,19,6,9,80,47,18,90,8,12,4,81,78,35,8
VNG_RS07865,2312,3898,3547,572,732,1263,3505,2288,1643,839,8542,3571,3424,7619,561,1191,623,8733,3114,6456,502
VNG_RS07870,735,1750,954,162,264,349,1122,689,536,266,2310,1065,1292,3775,160,251,146,3096,736,1619,84
VNG_RS07875,2460,4079,2742,471,661,866,2143,1548,794,478,3350,2852,2688,5733,369,728,444,5107,1697,2792,208
VNG_RS07880,35,40,23,12,7,4,35,15,11,2,29,41,19,76,6,13,10,97,36,34,5
VNG_RS07885,498,874,541,56,96,136,463,320,97,82,646,619,427,1691,48,93,53,1399,444,369,41
VNG_RS07890,943,1692,1482,192,283,438,1773,1165,832,359,3388,1497,1475,3255,207,412,284,4118,1520,2750,174
VNG_RS07895,2728,5313,4523,721,973,1429,5175,3939,2736,1192,12028,4729,4263,9437,794,1369,999,14202,4144,10503,799
VNG_RS07900,587,1032,694,130,180,262,636,414,298,132,1481,821,725,1842,136,209,149,1728,514,924,102
VNG_RS07905,1521,2799,1927,432,496,875,1411,1111,845,505,4166,2000,2106,5701,368,547,291,4084,1585,3428,182
VNG_RS07915,2641,4677,3086,629,1036,1278,3202,2357,1689,868,8456,3634,3187,8820,608,1045,540,9692,3398,5972,480
VNG_RS07920,8305,12453,10369,1913,2932,3244,7864,5331,3874,1874,15694,10719,9687,21173,1710,2561,1507,16071,5303,11034,858
VNG_RS07925,405,373,447,38,26,37,240,355,30,27,212,604,309,624,32,33,49,776,363,65,17
VNG_RS07935,2580,4209,3282,586,1152,1167,1743,1267,1067,566,3680,3211,3295,10335,631,1090,449,4409,1391,2903,227
VNG_RS07940,462,469,618,85,112,96,322,291,136,90,453,592,454,1271,78,123,79,753,262,305,54
VNG_RS07945,4180,5409,5766,725,1081,1091,3406,2409,1121,571,4370,5520,4760,10414,704,1207,755,6859,2497,2808,379
VNG_RS07950,2237,2583,3203,554,833,854,1533,1295,840,486,3414,2746,2240,6759,668,942,524,3658,1345,2898,322
VNG_RS07955,10200,13391,15604,2366,3696,3711,7821,6301,3605,2033,14513,14252,10921,25719,2172,3996,2349,18105,6503,11201,1177
VNG_RS07960,959,1804,1037,196,260,346,1337,939,604,328,2299,1376,1321,4148,176,340,183,4380,1402,2316,121
VNG_RS07965,1651,2647,1886,514,620,1003,1114,707,720,302,3626,2110,2035,4352,492,699,456,2279,760,2005,183
VNG_RS07970,4162,5211,4948,1066,1259,1794,3483,2300,1675,775,8183,5260,4149,8522,919,1239,884,7721,2834,4784,529
VNG_RS07975,1620,3072,2334,470,599,901,1693,1366,1045,495,4150,2576,2301,4869,424,676,395,4019,1381,3023,232
VNG_RS07980,2076,4073,3576,488,707,1081,3526,2088,1490,658,5516,3330,3255,8163,506,1289,625,7269,2329,4425,343
VNG_RS07985,1561,2787,2003,299,503,531,1605,1147,770,357,2788,1951,2288,6589,318,528,349,3812,1178,2073,159
VNG_RS07990,474,956,511,99,198,160,416,295,231,81,774,707,639,2222,90,77,54,1108,270,456,31
VNG_RS07995,6997,10498,9152,1739,2365,3439,6075,4089,3289,1594,12768,9340,8311,18654,1585,3013,1703,13030,4984,8987,843
VNG_RS08000,517,1231,1005,156,158,401,1154,777,639,252,2700,917,1264,3006,179,460,165,2479,1104,1957,163
VNG_RS08005,518,945,947,155,184,313,707,432,329,155,1516,859,782,1703,140,292,162,1619,621,1088,91
VNG_RS08015,190,349,412,45,78,147,441,301,206,119,982,387,289,831,47,97,43,978,249,774,39
VNG_RS08020,498,897,487,82,136,174,284,207,88,46,438,618,565,1393,64,118,83,667,198,283,34
VNG_RS08025,629,1027,316,100,173,154,468,277,148,93,1237,508,485,1600,78,137,96,1457,173,548,72
VNG_RS08030,190,637,457,37,81,150,300,207,120,66,553,368,462,976,51,124,57,602,276,365,26
VNG_RS08035,331,905,653,69,145,250,401,318,183,134,708,595,690,1389,96,181,95,956,211,559,47
VNG_RS08040,490,812,481,122,143,257,455,282,229,146,1356,569,542,1207,108,199,102,1090,358,821,58
VNG_RS08045,1639,1633,1686,252,220,300,1442,1139,304,220,2195,2532,1185,3777,196,395,298,4173,1340,1374,206
VNG_RS08050,827,1437,854,167,290,315,770,457,347,156,1648,1036,986,2865,141,293,165,2306,602,1225,118
VNG_RS08055,712,1364,778,149,223,361,682,427,317,198,1541,857,787,2445,157,291,151,2055,579,1019,95
VNG_RS08065,5647,8892,9608,1776,2566,3692,6158,4385,3978,1787,16559,9130,8295,14390,2036,3448,2200,10368,4845,8982,1191
VNG_RS08070,5946,7180,12043,1725,2680,2799,4453,3675,2468,1261,8038,10761,8718,17069,2085,3771,2020,7864,4159,6084,830
VNG_RS08080,2224,5260,2488,585,687,1473,3204,1903,1408,722,8790,3060,2971,6972,506,947,590,8088,2425,4763,462
VNG_RS08085,747,1357,986,184,256,287,771,526,264,158,1564,1049,1125,2828,149,250,145,1578,504,803,77
VNG_RS08090,812,1568,770,201,234,361,1163,786,414,170,2408,1277,890,3200,148,168,155,2840,824,747,144
VNG_RS08095,1445,3891,1801,347,450,692,1579,1404,816,449,3420,2363,2884,9552,300,384,234,5898,1655,2296,170
VNG_RS08105,2847,2860,3857,696,895,1098,2349,1667,895,495,4554,3707,2227,5246,627,928,540,3528,1547,2041,300
VNG_RS08110,92134,136911,103935,22796,34573,35537,147010,73120,68307,40449,191614,182639,108844,217536,29241,93669,33179,509005,170758,338516,39263
VNG_RS08115,1194,1966,1831,291,475,567,1733,1077,858,430,3881,1961,1753,4396,320,569,343,4136,1386,2637,176
VNG_RS08120,134,183,146,38,52,51,116,85,54,39,227,184,130,359,32,75,33,356,122,207,23
VNG_RS08125,763,1270,989,234,331,296,620,597,392,219,1501,1139,966,3219,237,318,127,1916,407,1304,118
VNG_RS08130,3310,4713,5212,905,1126,1576,3687,2776,1521,922,8594,5394,4117,7455,847,1503,834,7974,2453,4976,583
VNG_RS08140,158,338,277,37,53,75,226,176,98,73,527,215,168,480,26,52,33,483,174,271,22
VNG_RS08145,6782,8637,11064,1706,2649,2783,4410,3186,2113,1137,8576,10809,9322,18331,1851,3251,1930,7307,3065,5267,581
VNG_RS08150,5947,9803,8702,1124,1576,1984,9569,6436,3436,1634,16041,8756,9219,26577,965,1840,1136,22145,6457,10106,863
VNG_RS08155,2026,3659,2211,470,565,1008,1784,1172,794,394,4578,2383,2271,6043,339,548,380,4295,1466,2541,172
VNG_RS08160,2673,4218,3605,616,889,1013,2136,1344,1004,469,4595,3536,3437,9659,597,1037,481,4779,1515,2850,190
VNG_RS08165,540,875,654,125,185,197,398,231,184,90,831,761,742,2106,119,185,109,1002,310,459,48
VNG_RS08170,183,343,312,26,65,77,252,184,101,92,605,391,299,713,49,104,61,1096,340,658,45
VNG_RS08175,912,2031,1198,216,283,499,1407,1128,716,398,3434,1395,1383,3241,246,334,257,4145,1171,3104,184
VNG_RS08180,2374,4379,2744,429,853,1085,3376,2081,1456,758,5790,2973,2802,8309,407,830,486,8857,2632,4750,449
VNG_RS08185,1253,2904,1884,286,399,837,2574,1455,1163,503,6568,1998,2340,4806,263,612,319,5626,2166,3634,245
VNG_RS08190,693,1202,650,140,165,411,658,540,225,156,2465,940,700,1717,131,277,182,2300,907,1153,163
VNG_RS08195,2484,4210,4900,711,1428,1725,1321,1266,729,326,1120,6368,3697,7658,1148,643,1040,1084,449,730,96
VNG_RS08200,1986,3257,2485,440,649,700,1857,1200,769,399,3513,2488,2109,4969,349,619,372,3763,1361,2076,228
VNG_RS08205,2713,3517,3018,738,894,1034,2193,1529,1066,615,5788,3082,2548,6491,503,682,498,4965,1568,3461,240
VNG_RS08210,168,370,352,51,85,132,167,149,91,98,605,350,309,1031,55,72,48,726,243,571,28
VNG_RS08215,1516,2408,2385,227,315,378,2331,1381,502,321,2310,2277,2146,5410,177,479,292,4838,1548,1833,197
VNG_RS08220,1243,1423,1545,197,252,243,1373,945,311,205,1668,1704,1302,3433,145,286,202,3515,1094,1257,136
VNG_RS08225,15606,24985,25175,4254,5664,8102,14549,11097,7246,3675,36212,25034,22215,37040,4268,7032,4274,29006,12971,20544,2104
VNG_RS08230,1023,1359,956,233,352,468,386,273,167,101,796,940,888,1326,149,236,153,842,353,584,54
VNG_RS08235,2009,3078,2508,416,727,801,1335,928,612,337,2455,2923,2164,5883,492,980,422,3017,1032,1784,174
VNG_RS08245,1279,2482,2658,326,583,950,1663,1491,966,485,5215,2139,2160,3511,435,1530,370,3876,1594,3382,285
VNG_RS08250,2590,3389,2868,473,720,756,1750,1032,625,314,2821,3174,2599,7545,445,764,453,3548,1059,2104,166
VNG_RS08255,435,667,773,87,136,146,553,461,267,131,1410,682,570,1568,77,178,109,1935,583,1168,97
VNG_RS08265,1257,2559,1578,235,390,683,1951,1284,882,442,4817,1741,1725,4647,226,522,251,5408,1965,3073,279
VNG_RS08270,2814,4252,3491,620,944,920,3071,2349,1483,811,6903,3501,3266,9747,588,833,481,8717,2836,5519,377
VNG_RS08275,5781,7294,8578,1362,1715,2131,7233,4835,2648,1585,16575,8071,5638,12481,1108,2143,1426,14517,5717,8334,964
VNG_RS08280,408,683,630,102,117,205,275,264,200,106,724,528,592,1503,99,167,89,630,238,487,31
VNG_RS08285,807,1670,978,165,336,338,584,443,278,185,1023,1103,1060,2779,168,320,178,1421,486,809,52
VNG_RS08290,37314,49728,51766,9235,14052,15233,29406,18827,13720,7191,45428,53752,40844,82148,8831,15257,9111,43751,16006,27023,3408
VNG_RS08295,45196,63303,59550,11832,20008,20623,34810,23349,21174,10127,60978,61967,51797,103591,12761,20569,11856,52462,19373,40166,4241
VNG_RS08300,6370,7305,8437,1432,2334,1899,4395,3234,2259,1086,6153,7787,6708,15617,1643,2311,1240,6699,3261,3695,599
VNG_RS08305,25755,39342,33044,6575,11277,11395,19878,14009,12235,5546,35123,35177,30223,68643,7170,11015,6169,31972,13494,22263,2419
VNG_RS08310,12130,18909,15487,3071,5383,4799,8971,6427,5242,2848,15745,16388,14271,34838,3316,5133,2835,18062,6602,10566,1194
VNG_RS08315,11648,15556,17211,3410,4994,5410,7047,5843,3769,2152,20121,18399,11851,30231,3821,5218,2414,13937,6195,9357,1524
VNG_RS08320,62431,75896,92198,14988,25280,23272,45635,36132,23851,11902,64556,93590,67830,144502,17067,28147,16539,87625,35565,62153,5865
VNG_RS08330,2433,3844,3349,478,556,885,3666,2463,1105,715,7040,3484,3063,8455,424,812,558,9221,3290,4320,411
VNG_RS08335,226,543,275,53,57,129,203,138,78,60,395,281,317,897,59,62,32,526,168,272,31
VNG_RS08340,1779,3249,2595,486,681,1036,1865,1414,1071,554,5098,2853,2468,4900,550,844,539,4505,1445,3347,288
